Typ;Nr.;Name;d;X;Y;latitude;longitude;Untergeordnete Exportnummer;HAFAS Nr.
Zwischenpunkt;106;Durchgang (Rolltreppe Bahnsteig Gleis 3/4);0;4590610;5820267;52.508.031;13.333.021;9703106;
ÖV;5;Bahnsteig Gleis 1/2, 2. Obergeschoss;2;4590601;5820219;52.507.602;13.332.875;9703005;
Zwischenpunkt;109;Zwischengeschoss U9 (Treppe Hardenbergplatz);-2;4590672;5820254;52.507.904;13.333.930;9703109;
Zugang und ÖV;114;Bushaltestelle Jebensstraße vor Hardenbergstraße;0;4590513;5820181;52.507.275;13.331.569;9703114;
Zwischenpunkt;94;Empfangshalle (Aufzug zum Bahnsteig S5/7/3/75);0;4590540;5820127;52.506.785;13.331.952;9703094;
Zwischenpunkt;75;Bahnsteig Gleis 3/4 (Rolltreppe zum Mittelgeschoss);2;4590588;5820226;52.507.667;13.332.686;9703075;
Zwischenpunkt;44;Zwischengeschoss U2/U9 (Treppe zum Bahnsteig U2 Richtung Ruhleben);-2;4590598;5820069;52.506.255;13.332.790;9703044;
Zwischenpunkt;67;Bahnsteig S 5/7/3/75 (Rolltreppe Zugang);2;4590559;5820216;52.507.582;13.332.256;9703067;
Zwischenpunkt;87;Mittelgeschoss (Treppe2 zum Bahnsteig Gleis 3/4);1;4590561;5820169;52.507.159;13.332.273;9703087;
Zugang;7;Zugang (Treppe) S-Bahn;0;4590497;5820085;52.506.415;13.331.307;9703007;
Zugang und ÖV;30;Bushaltestelle Hardenbergstraße vor Joachimstaler Straße;0;4590523;5820076;52.506.330;13.331.688;9703030;
Zwischenpunkt;99;Empfangshalle (Rolltreppe zum Mittelgeschoss);0;4590540;5820127;52.506.785;13.331.952;9703099;
Zwischenpunkt;100;Empfangshalle (Rolltreppe zum Bahnsteig Gleis 3/4);0;4590540;5820127;52.506.785;13.331.952;9703100;
Zwischenpunkt;53;Bahnsteig U2 Richtung Ruhleben (Rolltreppe zum Bahnsteig U9);-1;4590614;5820031;52.505.911;13.333.015;9703053;
Zugang;19;Zugang (Empfangshalle) Hardenbergplatz/Bus-Bahnhof;0;4590601;5820176;52.507.215;13.332.863;9703019;
Zwischenpunkt;110;Zwischengeschoss U9 (Treppe S+U Zoologischer Garten Bhf./Parkplatz);-2;4590672;5820253;52.507.895;13.333.930;9703110;
Zwischenpunkt;45;Zwischengeschoss U2/U9 (Rampe zum Bahnsteig U2 Richtung Ruhleben);-2;4590597;5820070;52.506.264;13.332.776;9703045;
Zugang und ÖV;113;Bushaltestelle Hardenbergstraße hinter Joachimstaler Straße;0;4590596;5820025;52.505.860;13.332.749;9703113;
Bauwerk;233;S Charlottenburg;;4588610;5819910;52.505.152;13.303.477;24101;9024101
Zwischenpunkt;31;Zugangsbereich Wilmersdorfer Straße, Fahrtreppe zum Bahnsteig (S-Bahn) Gleis 5+6;0;4588807;5819914;52.505.156;13.306.379;9746781;
Zwischenpunkt;38;Durchgang, Treppe zum Bahnsteig (S-Bahn) Gleis 7+8;1;4588570;5819867;52.504.772;13.302.877;9746788;
Zwischenpunkt;40;Durchgang, Rampe zum Zugang Gervinusstraße/Lewishamstraße;1;4588591;5819810;52.504.257;13.303.171;9746790;
Zwischenpunkt;41;Bahnhofshalle, Treppe zum Durchgang;0;4588563;5819880;52.504.890;13.302.777;9746791;
Zwischenpunkt;27;Bahnsteig (S-Bahn) Gleis 5+6, Aufzug zum Zugangsbereich Wilmersdorfer Straße;2;4588824;5819920;52.505.207;13.306.631;9746777;
Zwischenpunkt;30;Zugangsbereich Wilmersdorfer Straße, Treppe zum Bahnsteig (S-Bahn) Gleis 7+8;0;4588803;5819932;52.505.319;13.306.325;9746780;
Zwischenpunkt;20;Tunnel Regionalbahn, Treppe zum Bahnsteig (Regionalbahn) Gleis 3+4;1;4588445;5819783;52.504.038;13.301.014;9746770;
ÖV;2;Bahnsteig (Regionalbahn) Gleis 3+4;2;4588500;5819804;52.504.218;13.301.830;9746752;
Zugang;5;Zugang Wilmersdorfer Straße/Stuttgarter Platz;0;4588809;5819950;52.505.479;13.306.418;9746755;
Zwischenpunkt;15;Bahnsteig (Regionalbahn) Gleis 1+2, Treppe zum Durchgang;2;4588580;5819817;52.504.322;13.303.011;9746765;
Zwischenpunkt;44;Bahnsteig (Regionalbahn) Gleis 1+2, Aufzug zum Durchgang;2;4588589;5819821;52.504.356;13.303.145;9746794;
ÖV;4;Bahnsteig (S-Bahn) Gleis 7+8, Richtung S Westkreuz;2;4588710;5819911;52.505.145;13.304.950;9746754;
Zwischenpunkt;21;Bahnsteig (S-Bahn) Gleis 5+6, Treppe zum Durchgang;2;4588581;5819854;52.504.654;13.303.036;9746771;
Zugang und ÖV;10;Bushaltestelle Stuttgarter Platz vor Lewishamstraße;0;4588533;5819929;52.505.335;13.302.349;9746760;
Zwischenpunkt;42;Bahnsteig (Regionalbahn) Gleis 3+4, Aufzug zum Durchgang;2;4588584;5819835;52.504.483;13.303.075;9746792;
Zwischenpunkt;43;Durchgang, Aufzug zum Bahnsteig (Regionalbahn), Gleis 3+4;1;4588583;5819837;52.504.501;13.303.060;9746793;
Zwischenpunkt;32;Zugangsbereich Wilmersdorfer Straße, Fahrtreppe zum Bahnsteig (S-Bahn) Gleis 7+8;0;4588804;5819929;52.505.291;13.306.339;9746782;
Zwischenpunkt;33;Zugangsbereich Wilmersdorfer Straße, Aufzug zum Bahnsteig (S-Bahn) Gleis 5+6;0;4588826;5819923;52.505.234;13.306.661;9746783;
Zwischenpunkt;36;Durchgang, Treppe zum Bahnsteig (Regionalbahn) Gleis 3+4;1;4588579;5819834;52.504.475;13.303.001;9746786;
Zwischenpunkt;24;Bahnsteig (S-Bahn) Gleis 7+8, Treppe zum Zugangsbereich Wilmersdorfer Straße;2;4588791;5819929;52.505.294;13.306.147;9746774;
Zugang und ÖV;8;Bushaltestelle Lewishamstraße vor Gervinusstraße;0;4588630;5819794;52.504.107;13.303.741;9746758;
ÖV;1;Bahnsteig (Regionalbahn) Gleis 1+2;2;4588504;5819788;52.504.073;13.301.884;9746751;
Zugang und ÖV;14;Bushaltestelle Stuttgarter Platz vor Wilmersdorfer Straße (EV);0;4588779;5819968;52.505.646;13.305.981;9746764;
Zwischenpunkt;37;Durchgang, Treppe zum Bahnsteig (S-Bahn) Gleis 5+6;1;4588576;5819852;52.504.637;13.302.961;9746787;
Zwischenpunkt;23;Bahnsteig (S-Bahn) Gleis 5+6, Treppe zum Zugangsbereich Wilmersdorfer Straße;2;4588795;5819915;52.505.167;13.306.203;9746773;
Zwischenpunkt;28;Bahnsteig (S-Bahn) Gleis 7+8, Aufzug zum Zugangsbereich Wilmersdorfer Straße;2;4588822;5819932;52.505.316;13.306.605;9746778;
Zwischenpunkt;18;Bahnsteig (Regionalbahn) Gleis 3+4, Treppe zum Tunnel Regionalbahn;2;4588453;5819786;52.504.064;13.301.133;9746768;
Zwischenpunkt;17;Bahnsteig (Regionalbahn) Gleis 3+4, Treppe zum Durchgang;2;4588574;5819832;52.504.457;13.302.927;9746767;
Zwischenpunkt;45;Durchgang, Aufzug zum Bahnsteig (Regionalbahn), Gleis 1+2;1;4588590;5819819;52.504.338;13.303.159;9746795;
Zugang;7;Zugang (Rampe) Gervinusstraße/Lewishamstraße/Kurfürstendamm;0;4588595;5819798;52.504.148;13.303.227;9746757;
Zugang und ÖV;9;Bushaltestelle Lewishamstraße vor Gervinusstraße;0;4588673;5819769;52.503.875;13.304.367;9746759;
ÖV;3;Bahnsteig (S-Bahn) Gleis 5+6, Richtung S+U Zoologischer Garten Bhf;2;4588715;5819897;52.505.018;13.305.020;9746753;
Zwischenpunkt;22;Bahnsteig (S-Bahn) Gleis 7+8, Treppe zum Durchgang;2;4588574;5819869;52.504.790;13.302.936;9746772;
Zugang und ÖV;13;Bushaltestelle Stuttgarter Platz hinter Wilmersdorfer Straße (EV);0;4588773;5819980;52.505.755;13.305.896;9746763;
Zwischenpunkt;34;Zugangsbereich Wilmersdorfer Straße, Aufzug zum Bahnsteig (S-Bahn) Gleis 7+8;0;4588823;5819936;52.505.351;13.306.620;9746784;
Zwischenpunkt;35;Durchgang, Treppe zum Bahnsteig (Regionalbahn) Gleis 1+2;1;4588584;5819818;52.504.330;13.303.070;9746785;
Zwischenpunkt;39;Durchgang, Treppe zur Bahnhofshalle;1;4588565;5819875;52.504.845;13.302.806;9746789;
Zwischenpunkt;25;Bahnsteig (S-Bahn) Gleis 5+6, Fahrtreppe vom Zugangsbereich Wilmersdorfer Straße;2;4588797;5819911;52.505.131;13.306.231;9746775;
Zwischenpunkt;26;Bahnsteig (S-Bahn) Gleis 7+8, Fahrtreppe vom Zugangsbereich Wilmersdorfer Straße;2;4588792;5819926;52.505.266;13.306.161;9746776;
Zwischenpunkt;29;Zugangsbereich Wilmersdorfer Straße, Treppe zum Bahnsteig (S-Bahn) Gleis 5+6;0;4588806;5819918;52.505.192;13.306.365;9746779;
Zwischenpunkt;19;Tunnel Regionalbahn, Treppe zum Bahnsteig (Regionalbahn) Gleis 1+2;1;4588451;5819768;52.503.902;13.301.099;9746769;
Zugang;6;Zugang Kaiser-Friedrich-Straße/Stuttgarter Platz;0;4588553;5819902;52.505.090;13.302.636;9746756;
Zwischenpunkt;16;Bahnsteig (Regionalbahn) Gleis 1+2, Treppe zum Tunnel Regionalbahn;2;4588459;5819771;52.503.928;13.301.217;9746766;
Bauwerk;258;S+U Berlin Hauptbahnhof;;4593029;5822301;52.525.898;13.369.206;3201;9003201
Zugang und ÖV;238;Bushaltestelle Position 1 Invalidenstraße vor Friedrich-List-Ufer;0;4593022;5822340;52.526.250;13.369.114;9745238;
Zwischenpunkt;19;Bahnsteig Gleis 15+16, westliche Fahrtreppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745019;
Zwischenpunkt;21;Bahnsteig Gleis 15+16, östlicher Panorama-Aufzug;2;4593027;5822282;52.525.728;13.369.171;9745021;
Zwischenpunkt;22;Bahnsteig Gleis 15+16, östliche Treppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745022;
Zwischenpunkt;34;Bahnsteig Gleis 13+14, östliche Fahrtreppe vom 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745034;
Zwischenpunkt;36;Bahnsteig Gleis 11+12, westliche Treppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745036;
Zwischenpunkt;50;Bahnsteig Gleis 1+2, halb-südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745050;
Zwischenpunkt;52;Bahnsteig Gleis 1+2, halb-südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745052;
Zwischenpunkt;53;Bahnsteig Gleis 1+2, südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745053;
Zwischenpunkt;57;Bahnsteig Gleis 7+8, halb-nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745057;
Zwischenpunkt;58;Bahnsteig Gleis 7+8, halb-nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745058;
Zwischenpunkt;60;Bahnsteig Gleis 7+8, Aufzug zum 1. Untergeschoss und Erdgeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745060;
Zwischenpunkt;69;Bahnsteig Gleis 3+4, halb-nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745069;
Zwischenpunkt;79;Bahnsteig Gleis 5+6, nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745079;
Zwischenpunkt;80;Bahnsteig Gleis 5+6, nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745080;
Zwischenpunkt;85;Bahnsteig Gleis 5+6, halb-südliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745085;
Zwischenpunkt;86;Bahnsteig Gleis 5+6, halb-südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745086;
Zwischenpunkt;95;1. Obergeschoss, östliche Treppe zum Bahnsteig Gleis 15+16 (S-Bahn);1;4593027;5822282;52.525.728;13.369.171;9745095;
Zwischenpunkt;96;1. Obergeschoss, östliche Fahrtreppe zum Bahnsteig Gleis 15+16 (S-Bahn);1;4593027;5822282;52.525.728;13.369.171;9745096;
Zwischenpunkt;97;1. Obergeschoss, östliche Fahrtreppe vom Bahnsteig Gleis 15+16 (S-Bahn);1;4593027;5822282;52.525.728;13.369.171;9745097;
Zwischenpunkt;98;1. Obergeschoss, westliche Treppe zum Bahnsteig Gleis 13+14;1;4593027;5822282;52.525.728;13.369.171;9745098;
Zwischenpunkt;99;1. Obergeschoss, westliche Fahrtreppe zum Bahnsteig Gleis 13+14;1;4593027;5822282;52.525.728;13.369.171;9745099;
Zwischenpunkt;94;1. Obergeschoss, westliche Fahrtreppe vom Bahnsteig Gleis 15+16 (S-Bahn);1;4593027;5822282;52.525.728;13.369.171;9745094;
Zwischenpunkt;103;1. Obergeschoss, östliche Fahrtreppe vom Bahnsteig Gleis 13+14;1;4593027;5822282;52.525.728;13.369.171;9745103;
Zwischenpunkt;104;1. Obergeschoss, westliche Treppe zum Bahnsteig Gleis 11+12;1;4593027;5822282;52.525.728;13.369.171;9745104;
Zwischenpunkt;111;1. Obergeschoss West, mittlerer Panorama-Aufzug;1;4593027;5822282;52.525.728;13.369.171;9745111;
Zwischenpunkt;128;1. Obergeschoss, südliche Fahrtreppe zum Erdgeschoss Mitte;1;4593027;5822282;52.525.728;13.369.171;9745128;
Zwischenpunkt;138;Erdgeschoss Nord, Fahrtreppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745138;
Zwischenpunkt;136;Erdgeschoss, Aufzug zum 1. Untergeschoss und Bahnsteig Gleis 7+8;0;4593027;5822282;52.525.728;13.369.171;9745136;
Zwischenpunkt;146;Erdgeschoss Süd, Treppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745146;
Zwischenpunkt;147;Erdgeschoss Süd, Fahrtreppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745147;
Zwischenpunkt;133;Zugangsbereich Ost, Fahrtreppe zum Bahnsteig der S-Bahn;0;4593027;5822282;52.525.728;13.369.171;9745133;
Zwischenpunkt;154;Erdgeschoss, nördliche Fahrtreppe vom 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745154;
Zwischenpunkt;156;Erdgeschoss, südliche Fahrtreppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745156;
Zwischenpunkt;141;Erdgeschoss, nördliche Fahrtreppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745141;
Zwischenpunkt;143;Erdgeschoss, südliche Treppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745143;
Zwischenpunkt;173;1. Untergeschoss, Treppe zum Erdgeschoss Süd;-1;4593027;5822282;52.525.728;13.369.171;9745173;
Zwischenpunkt;175;1. Untergeschoss, Fahrtreppe vom Erdgeschoss Süd;-1;4593027;5822282;52.525.728;13.369.171;9745175;
Zwischenpunkt;177;Erdgeschoss, Panorama-Aufzug West;0;4593027;5822282;52.525.728;13.369.171;9745177;
Zwischenpunkt;213;1. Untergeschoss, südliche Fahrtreppe vom Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745213;
Zwischenpunkt;206;1. Untergeschoss, halb-nördliche Treppe zum Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745206;
Zwischenpunkt;183;1. Untergeschoss, nördliche Fahrtreppe vom Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745183;
Zwischenpunkt;212;1. Untergeschoss, südliche Treppe zum Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745212;
Zwischenpunkt;189;1. Untergeschoss, halb-südliche Fahrtreppe zum Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745189;
Zwischenpunkt;187;1. Untergeschoss, Aufzug zum Bahnsteig Gleis 1+2 und zum Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745187;
Zwischenpunkt;152;Erdgeschoss, nördliche Treppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745152;
Zwischenpunkt;169;1. Untergeschoss, nördliche Fahrtreppe vom Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745169;
Zugang;233;Zugang Invalidenstraße (Treppe zum Zwischengeschoss Invalidenstraße);0;4593035;5822381;52.526.616;13.369.317;9745233;
Zugang;234;Zugang Invalidenstraße (Fahrtreppe zum Zwischengeschoss Invalidenstraße);0;4593033;5822383;52.526.634;13.369.288;9745234;
Zugang;235;Zugang Europaplatz (Aufzug zum Zwischengeschoss und Bahnsteig U55);0;4593052;5822304;52.525.921;13.369.546;9745235;
Zwischenpunkt;242;Bahnsteig U55 (Fahrtreppe zum Zwischengeschoss Friedrich-List-Ufer);-2;4593048;5822303;52.525.913;13.369.486;9745242;
Zwischenpunkt;243;Bahnsteig U55 (Aufzug zum Zwischengeschoss Friedrich-List-Ufer und Zugang Europaplatz);-2;4593052;5822304;52.525.921;13.369.546;9745243;
Zwischenpunkt;245;Bahnsteig U55 (Treppe zum Zwischengeschoss Rahel-Hirsch-Straße);-2;4593087;5822252;52.525.448;13.370.047;9745245;
Zwischenpunkt;247;Zwischengeschoss Invalidenstraße (Treppe Zugang Invalidenstraße);-1;4593031;5822378;52.526.590;13.369.257;9745247;
Zwischenpunkt;248;Zwischengeschoss Invalidenstraße (Fahrtreppe Zugang Invalidenstraße);-1;4593030;5822381;52.526.617;13.369.243;9745248;
Zwischenpunkt;251;Zwischengeschoss Friedrich-List-Ufer (Fahrtreppe zum Bahnsteig U55);-1;4593045;5822307;52.525.949;13.369.443;9745251;
Zwischenpunkt;254;Zwischengeschoss Friedrich-List-Ufer (Übergang zur Fernbahn 1. Untergeschoss);-1;4593049;5822291;52.525.805;13.369.498;9745254;
ÖV;1;Bahnsteig Gleis 15+16, S-Bahn;2;4593065;5822182;52.524.823;13.369.703;9745001;
ÖV;4;Bahnsteig Gleis 1+2, Fernbahn in Nord-Süd-Richtung;-2;4593027;5822167;52.524.695;13.369.139;9745004;
Zugang;11;Zugang Nord, Europaplatz/Invalidenstr.;0;4593013;5822295;52.525.847;13.368.969;9745011;
Zugang;13;Zugang (Treppe) Süd-Ost/Friedrich-List-Ufer, Treppe zum 1. Obergeschoss;0;4593134;5822174;52.524.739;13.370.717;9745013;
Zwischenpunkt;17;Bahnsteig Gleis 15+16, westliche Treppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745017;
Zwischenpunkt;20;Bahnsteig Gleis 15+16, westlicher Panorama-Aufzug;2;4593027;5822282;52.525.728;13.369.171;9745020;
Zwischenpunkt;24;Bahnsteig Gleis 15+16, östliche Fahrtreppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745024;
Zwischenpunkt;27;Bahnsteig Gleis 15+16, Fahrtreppe zum Zugangsbereich Ost;2;4593027;5822282;52.525.728;13.369.171;9745027;
Zwischenpunkt;29;Bahnsteig Gleis 13+14, westliche Fahrtreppe vom 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745029;
Zwischenpunkt;39;Bahnsteig Gleis 11+12, westlicher Panorama-Aufzug;2;4593027;5822282;52.525.728;13.369.171;9745039;
Zwischenpunkt;43;Bahnsteig Gleis 11+12, östliche Fahrtreppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745043;
Zwischenpunkt;45;Bahnsteig Gleis 1+2, nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745045;
Zwischenpunkt;47;Bahnsteig Gleis 1+2, halb-nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745047;
Zwischenpunkt;54;Bahnsteig Gleis 1+2, südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745054;
Zwischenpunkt;65;Bahnsteig Gleis 7+8, südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745065;
Zwischenpunkt;66;Bahnsteig Gleis 3+4, nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745066;
Zwischenpunkt;71;Bahnsteig Gleis 3+4, halb-südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745071;
Zwischenpunkt;75;Bahnsteig Gleis 3+4, südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745075;
Zwischenpunkt;82;Bahnsteig Gleis 5+6, halb-nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745082;
Zwischenpunkt;87;Bahnsteig Gleis 5+6, südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745087;
Zwischenpunkt;90;Bahnsteig Gleis 5+6, mittlerer Panorama-Aufzug;-2;4593027;5822282;52.525.728;13.369.171;9745090;
Zwischenpunkt;107;1. Obergeschoss, östliche Treppe zum Bahnsteig Gleis 11+12;1;4593027;5822282;52.525.728;13.369.171;9745107;
Zwischenpunkt;109;1. Obergeschoss, östliche Fahrtreppe vom Bahnsteig Gleis 11+12;1;4593027;5822282;52.525.728;13.369.171;9745109;
Zwischenpunkt;110;1. Obergeschoss West, nördlicher Panorama-Aufzug;1;4593027;5822282;52.525.728;13.369.171;9745110;
Zwischenpunkt;119;1. Obergeschoss, Treppe zum Zugang Süd-Ost;1;4593027;5822282;52.525.728;13.369.171;9745119;
Zwischenpunkt;101;1. Obergeschoss, östliche Treppe zum Bahnsteig Gleis 13+14;1;4593027;5822282;52.525.728;13.369.171;9745101;
Zwischenpunkt;120;1. Obergeschoss, Treppe zum Erdgeschoss Nord;1;4593027;5822282;52.525.728;13.369.171;9745120;
Zwischenpunkt;129;1. Obergeschoss, Treppe zum Erdgeschoss Süd;1;4593027;5822282;52.525.728;13.369.171;9745129;
Zwischenpunkt;130;1. Obergeschoss, Fahrtreppe vom Erdgeschoss Süd;1;4593027;5822282;52.525.728;13.369.171;9745130;
Zwischenpunkt;139;Erdgeschoss Nord, Fahrtreppe vom 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745139;
Zwischenpunkt;167;1. Untergeschoss, nördliche Treppe zum Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745167;
Zwischenpunkt;210;1. Untergeschoss, halb-südliche Fahrtreppe zum Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745210;
Zwischenpunkt;221;1. Untergeschoss, halb-südliche Fahrtreppe vom Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745221;
Zwischenpunkt;185;1. Untergeschoss, halb-nördliche Fahrtreppe vom Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745185;
Zwischenpunkt;219;1. Untergeschoss, halb-südliche Treppe zum Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745219;
Zwischenpunkt;227;1. Untergeschoss, Panorama-Aufzug Nord-Ost;-1;4593027;5822282;52.525.728;13.369.171;9745227;
Zwischenpunkt;198;1. Untergeschoss, Aufzug zum Bahnsteig Gleis 7+8 und zum Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745198;
Zwischenpunkt;202;1. Untergeschoss, südliche Treppe zum Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745202;
Zwischenpunkt;204;1. Untergeschoss, nördliche Treppe zum Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745204;
Zwischenpunkt;216;1. Untergeschoss, halb-nördliche Treppe zum Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745216;
Zwischenpunkt;126;1. Obergeschoss, südliche Treppe zum Erdgeschoss Mitte;1;4593027;5822282;52.525.728;13.369.171;9745126;
Zwischenpunkt;157;Erdgeschoss, südliche Fahrtreppe vom 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745157;
Zwischenpunkt;160;Erdgeschoss Süd, Fahrtreppe vom 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745160;
Zwischenpunkt;249;Zwischengeschoss Invalidenstraße (Treppe zum Bahnsteig U55);-1;4593038;5822325;52.526.112;13.369.345;9745249;
Zugang;10;Zugang (Treppe) Nord-West/Ella-Trebe-Str., Treppe zum 1. Obergeschoss;0;4592975;5822230;52.525.269;13.368.391;9745010;
Zugang;14;Zugang Ost, Friedrich-List-Ufer;0;4593099;5822280;52.525.698;13.370.231;9745014;
Zugang und ÖV;239;Bushaltestelle Position 2 Invalidenstraße hinter Heidestraße;0;4593017;5822368;52.526.502;13.369.048;9745239;
Zwischenpunkt;37;Bahnsteig Gleis 11+12, westliche Fahrtreppe vom 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745037;
Zwischenpunkt;42;Bahnsteig Gleis 11+12, östliche Fahrtreppe vom 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745042;
Zwischenpunkt;44;Bahnsteig Gleis 1+2, nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745044;
Zwischenpunkt;59;Bahnsteig Gleis 7+8, halb-nördliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745059;
Zwischenpunkt;62;Bahnsteig Gleis 7+8, halb-südliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745062;
Zwischenpunkt;64;Bahnsteig Gleis 7+8, südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745064;
Zwischenpunkt;67;Bahnsteig Gleis 3+4, nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745067;
Zwischenpunkt;106;1. Obergeschoss, westliche Fahrtreppe vom Bahnsteig Gleis 11+12;1;4593027;5822282;52.525.728;13.369.171;9745106;
Zwischenpunkt;125;1. Obergeschoss, nördliche Fahrtreppe zum Erdgeschoss Mitte;1;4593027;5822282;52.525.728;13.369.171;9745125;
Zwischenpunkt;131;1. Obergeschoss, Fahrtreppe zum Erdgeschoss Süd;1;4593027;5822282;52.525.728;13.369.171;9745131;
Zwischenpunkt;134;Zugangsbereich Ost, Fahrtreppe vom Bahnsteig der S-Bahn;0;4593027;5822282;52.525.728;13.369.171;9745134;
Zwischenpunkt;164;1. Untergeschoss, Treppe zum Erdgeschoss Nord;-1;4593027;5822282;52.525.728;13.369.171;9745164;
Zwischenpunkt;176;Erdgeschoss, Panorama-Aufzug Nord-West;0;4593027;5822282;52.525.728;13.369.171;9745176;
Zwischenpunkt;179;Erdgeschoss, Panorama-Aufzug Nord-Ost;0;4593027;5822282;52.525.728;13.369.171;9745179;
Zwischenpunkt;184;1. Untergeschoss, halb-nördliche Treppe zum Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745184;
Zwischenpunkt;207;1. Untergeschoss, halb-nördliche Fahrtreppe vom Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745207;
Zwischenpunkt;205;1. Untergeschoss, nördliche Fahrtreppe vom Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745205;
