Typ;Nr.;Name;d;X;Y;latitude;longitude;Untergeordnete Exportnummer;HAFAS Nr.
Zwischenpunkt;43;Bahnsteig B S-Bahn (Rolltreppe zum Verteiler);-3;4593568;5820486;52.509.500;13.376.635;9705043;
Zwischenpunkt;51;Zwischengeschoss Voß-/Ebertstraße (Treppe zum Treppenabsatz Voß-/Ebertstraße);-2;4593568;5820487;52.509.509;13.376.636;9705051;
Zwischenpunkt;54;Treppenabsatz Voß-/Ebertstraße (Fahrtreppe Voß-/Ebertstraße);-1;4593568;5820486;52.509.500;13.376.635;9705054;
Zugang;11;Zugang (Treppe) Voß-/Ebertstraße;0;4593587;5820613;52.510.638;13.376.951;9705011;
Zwischenpunkt;53;Treppenabsatz Voß-/Ebertstraße (Treppe Voß-/Ebertstraße);-1;4593568;5820486;52.509.500;13.376.635;9705053;
Zwischenpunkt;58;Zwischengeschoss Stresemannstraße (Rolltreppe zum Bahnsteig A S-Bahn);-2;4593568;5820486;52.509.500;13.376.635;9705058;
Zwischenpunkt;73;Verteiler (Treppe Leipziger Platz);-1;4593568;5820487;52.509.509;13.376.636;9705073;
Zwischenpunkt;76;Verteiler (Treppe zur Großen Halle);-1;4593568;5820486;52.509.500;13.376.635;9705076;
Zwischenpunkt;85;Große Halle (Aufzug Potsdamer-/Ebertstraße/DB Zentrale);-3;4593568;5820486;52.509.500;13.376.635;9705085;
Zwischenpunkt;93;Zwischengeschoss Alte Potsdamer Straße (Rolltreppe Alte Potsdamer Straße);-1;4593568;5820486;52.509.500;13.376.635;9705093;
Zwischenpunkt;91;Zwischengeschoss Alte Potsdamer Straße (Rolltreppe zur großen Halle);-1;4593568;5820487;52.509.509;13.376.636;9705091;
Zwischenpunkt;61;Zwischengeschoss Stresemannstraße (Treppe Gabriele-Tergit-Promenade);-2;4593568;5820486;52.509.500;13.376.635;9705061;
Zwischenpunkt;105;Große Halle (Rolltreppe Süd zum Bahnsteig Gleis 1+2);-3;;;;;9705105;
Zwischenpunkt;103;Bahnsteig Gleis 3+4 (Rolltreppe Süd zur großen Halle);-4;;;;;9705103;
Zwischenpunkt;120;Große Halle (Treppe Nord zum Bahnsteig Gleis 3+4);-3;;;;;9705120;
Zwischenpunkt;136;Bahnsteig B S-Bahn (Rolltreppe Nord zum Verteiler);-3;;;;;9705136;
Zwischenpunkt;138;Bahnsteig B S-Bahn (Treppe 1 zum Verteiler);-3;;;;;9705138;
Zugang;21;Zugang (Treppe) Alte Potsdamer Straße;0;4593499;5820448;52.509.170;13.375.609;9705021;
Zugang und ÖV;28;Bushaltestelle Stresemannstraße vor Koethener Straße;0;4593617;5820361;52.508.369;13.377.322;9705028;
Zwischenpunkt;34;Bahnsteig A S-Bahn (Treppe zum Zwischengeschoss Voß-/Ebertstraße);-3;4593568;5820486;52.509.500;13.376.635;9705034;
Zwischenpunkt;44;Bahnsteig B S-Bahn (Aufzug zum Verteiler);-3;4593568;5820486;52.509.500;13.376.635;9705044;
Zwischenpunkt;42;Bahnsteig B S-Bahn (Treppe 2 zum Verteiler);-3;4593568;5820486;52.509.500;13.376.635;9705042;
Zwischenpunkt;49;Zwischengeschoss Voß-/Ebertstraße (Treppe zum Bahnsteig B S-Bahn);-2;4593569;5820486;52.509.500;13.376.650;9705049;
Zwischenpunkt;60;Zwischengeschoss Stresemannstraße (Rolltreppe zum Bahnsteig B S-Bahn);-2;4593568;5820487;52.509.509;13.376.636;9705060;
Zwischenpunkt;80;Große Halle (Treppe2 zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705080;
Zwischenpunkt;89;Große Halle (Rolltreppe zum Verteiler);-3;4593568;5820486;52.509.500;13.376.635;9705089;
Zwischenpunkt;96;Verteiler (Treppe zum Zugang Potsdamer-/Ebertstraße);-1;4593568;5820487;52.509.509;13.376.636;9705096;
Zugang;12;Zugang (Rolltreppe) Voß-/Ebertstraße;0;4593586;5820606;52.510.575;13.376.934;9705012;
Zwischenpunkt;118;Bahnsteig Gleis 1+2 (Treppe Nord zur großen Halle);-4;;;;;9705118;
Zwischenpunkt;114;Bahnsteig Gleis 3+4 (Treppe Mitte zur großen Halle);-4;;;;;9705114;
Zwischenpunkt;117;Große Halle (Fahrtreppe Nord zum Bahnsteig Gleis 1+2);-3;;;;;9705117;
Zwischenpunkt;121;Große Halle (Rolltreppe Nord zum Bahnsteig Gleis 3+4);-3;;;;;9705121;
Zwischenpunkt;124;Bahnsteig Gleis 3+4 (Aufzug Nord zur großen Halle);-4;;;;;9705124;
ÖV;127;Bahnsteig Gleis 3+4 (Regionalbahn);-4;;;;;9705127;
Zwischenpunkt;135;Verteiler (Rolltreppe Nord zum Bahnsteig B S-Bahn);-1;;;;;9705135;
Zwischenpunkt;139;Verteiler (Treppe 2 zum Bahnsteig A S-Bahn);-1;;;;;9705139;
Zugang;14;Zugang (Rolltreppe) Voß-/Ebert-/Hans-von-Bülow-Straße;0;4593563;5820610;52.510.615;13.376.596;9705014;
Zugang;23;Zugang (Treppe) Stresemannstraße/Gabriele-Tergit-Promenade;0;4593573;5820402;52.508.744;13.376.685;9705023;
Zugang und ÖV;29;Bushaltestelle Leipziger Straße vor Ebertstraße;0;4593625;5820511;52.509.715;13.377.482;9705029;
Zugang;10;Zugang (Aufzug) Leipziger Platz;0;4593589;5820511;52.509.721;13.376.951;9705010;
Zugang;8;Zugang (Treppe) Leipziger Platz;0;4593591;5820511;52.509.721;13.376.981;9705008;
Zugang;9;Zugang (Rolltreppe) Leipziger Platz;0;4593592;5820509;52.509.703;13.376.995;9705009;
Zwischenpunkt;37;Bahnsteig A S-Bahn (Aufzug zum Verteiler);-3;4593568;5820487;52.509.509;13.376.636;9705037;
Zwischenpunkt;41;Bahnsteig B S-Bahn (Rolltreppe zum Zwischengeschoss Voß-/Ebertstraße);-3;4593568;5820486;52.509.500;13.376.635;9705041;
Zwischenpunkt;55;Treppenabsatz Hans-von-Bülow-Straße (Treppe Voß-/Ebert-/Hans-von-Bülow-Straße);-1;4593568;5820486;52.509.500;13.376.635;9705055;
Zwischenpunkt;56;Treppenabsatz Hans-von-Bülow-Straße (Rolltreppe Voß-/Ebert-/Hans-von-Bülow-Straße);-1;4593568;5820486;52.509.500;13.376.635;9705056;
Zwischenpunkt;59;Zwischengeschoss Stresemannstraße (Treppe zum Bahnsteig B S-Bahn);-2;4593568;5820486;52.509.500;13.376.635;9705059;
Zwischenpunkt;71;Verteiler (Rolltreppe Süd zum Bahnsteig B S-Bahn);-1;4593568;5820486;52.509.500;13.376.635;9705071;
Zwischenpunkt;72;Verteiler (Aufzug zum Bahnsteig B S-Bahn);-1;4593568;5820486;52.509.500;13.376.635;9705072;
Zwischenpunkt;82;Große Halle (Aufzug Alte Potsdamer-/Linkstraße);-3;4593568;5820486;52.509.500;13.376.635;9705082;
Zwischenpunkt;90;Zwischengeschoss Alte Potsdamer Straße (Treppe zur großen Halle);-1;4593569;5820486;52.509.500;13.376.650;9705090;
Zugang;7;Zugang (Aufzug zum Bahnsteig) Leipziger Platz;0;4593660;5820429;52.508.972;13.377.974;9705007;
Zwischenpunkt;109;Große Halle (Rolltreppe Mitte zum Bahnsteig Gleis 1+2);-3;;;;;9705109;
Zwischenpunkt;123;Bahnsteig Gleis 3+4 (Rolltreppe Nord zur großen Halle);-4;;;;;9705123;
Zwischenpunkt;30;Bahnsteig U2 (Treppe Leipziger-/Voßstraße);-1;4593568;5820486;52.509.500;13.376.635;9705030;
Zugang;5;Zugang (Treppe) Leipziger Straße/Leipziger Platz;0;4593715;5820484;52.509.457;13.378.799;9705005;
Zwischenpunkt;57;Zwischengeschoss Stresemannstraße (Treppe zum Bahnsteig A S-Bahn);-2;4593568;5820487;52.509.509;13.376.636;9705057;
Zwischenpunkt;68;Verteiler (Treppe 1 zum Bahnsteig A S-Bahn);-1;4593568;5820486;52.509.500;13.376.635;9705068;
Zwischenpunkt;84;Große  Halle (Rolltreppe zum Zwischengeschoss Alte Potsdamer Straße);-3;4593568;5820486;52.509.500;13.376.635;9705084;
Zwischenpunkt;83;Große Halle (Treppe zum Zwischengeschoss Alte Potsdamer Straße);-3;4593568;5820486;52.509.500;13.376.635;9705083;
Zwischenpunkt;88;Große Halle (Treppe zum Verteiler);-3;4593568;5820486;52.509.500;13.376.635;9705088;
Zwischenpunkt;94;Verteiler (Treppe zur großen Halle am Zugang Ebertstraße);-1;4593568;5820486;52.509.500;13.376.635;9705094;
Zwischenpunkt;97;Verteiler (Rolltreppe zum Zugang Potsdamer-/Ebertstraße);-1;4593568;5820486;52.509.500;13.376.635;9705097;
Zwischenpunkt;98;Treppenabsatz Voß-/Ebertstraße (Treppe zum Zwischengeschoss Voß-Ebertstraße);-1;;;;;9705098;
Zwischenpunkt;48;Zwischengeschoss Voß-/Ebertstraße (Rolltreppe Bahnsteig A S-Bahn);-2;4593568;5820486;52.509.500;13.376.635;9705048;
Zwischenpunkt;50;Zwischengeschoss Voß-/Ebertstraße (Rolltreppe zum Bahnsteig B S-Bahn);-2;4593568;5820486;52.509.500;13.376.635;9705050;
Zwischenpunkt;106;Bahnsteig Gleis 1+2 (Treppe Süd zur großen Halle);-4;;;;;9705106;
Zwischenpunkt;115;Bahnsteig Gleis 3+4 (Rolltreppe Mitte zur großen Halle);-4;;;;;9705115;
Zwischenpunkt;102;Bahnsteig Gleis 3+4 (Treppe Süd zur großen Halle);-4;;;;;9705102;
Zwischenpunkt;129;Bahnsteig Gleis 3+4 (Aufzug Süd zur großen Halle und Zugang Alte Postdamer Straße/Linkstraße);-4;;;;;9705129;
Zwischenpunkt;125;Große Halle (Aufzug Nord zum Bstg. Gleis 3+4);-3;;;;;9705125;
Zwischenpunkt;137;Verteiler (Treppe 1 zum Bahnsteig B S-Bahn);-1;;;;;9705137;
Zugang;17;Zugang (Aufzug) Potsdamer-/Ebertstraße/DB Zentrale;0;4593510;5820514;52.509.762;13.375.789;9705017;
Zugang;20;Zugang (Aufzug) Alte Potsdamer-/Linkstraße;0;4593531;5820428;52.508.985;13.376.074;9705020;
Zugang und ÖV;26;Bushaltestelle Stresemannstraße hinter Erna-Berger-Straße;0;4593629;5820380;52.508.537;13.377.504;9705026;
Zugang und ÖV;27;Bushaltestelle Leipziger Straße hinter Stresemannstraße;0;4593674;5820496;52.509.572;13.378.199;9705027;
ÖV;2;Bahnsteig A S-Bahn, Gleis 1+2;-3;4593569;5820487;52.509.509;13.376.650;9705002;
Zugang;6;Zugang (Treppe) Köthener-/Stresemann-/Linkstraße;0;4593611;5820350;52.508.271;13.377.230;9705006;
Zwischenpunkt;32;Bahnsteig U2 (Treppe Köthener-/Stresemann-/Linkstraße);-1;4593568;5820486;52.509.500;13.376.635;9705032;
Zwischenpunkt;36;Bahnsteig A S-Bahn (Treppe 1 zum Verteiler);-3;4593568;5820486;52.509.500;13.376.635;9705036;
Zwischenpunkt;47;Zwischengeschoss Voß-/Ebertstraße (Treppe zum Bahnsteig A S-Bahn);-2;4593568;5820486;52.509.500;13.376.635;9705047;
Zwischenpunkt;75;Verteiler (Aufzug Leipziger Platz);-1;4593569;5820488;52.509.518;13.376.651;9705075;
Zwischenpunkt;78;Große Halle (Treppe1 zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705078;
Zugang;25;Zugang Treppe Leipziger Platz/Bundesrat;0;4593618;5820483;52.509.464;13.377.371;9705025;
Zwischenpunkt;100;Große Halle (Treppe Süd zum Bahnsteig Gleis 3+4);-3;;;;;9705100;
Zwischenpunkt;108;Große Halle (Treppe Mitte zum Bahnsteig Gleis 1+2);-3;;;;;9705108;
Zwischenpunkt;111;Bahnsteig Gleis 1+2 (Rolltreppe Mitte zur großen Halle);-4;;;;;9705111;
Zwischenpunkt;116;Große Halle (Treppe Nord zum Bahnsteig Gleis 1+2);-3;;;;;9705116;
Zwischenpunkt;122;Bahnsteig Gleis 3+4 (Treppe Nord zur großen Halle);-4;;;;;9705122;
Zwischenpunkt;130;Verteiler (Aufzug zum Zugang Potsdamer-/Ebertstraße und zur großen Halle);-1;;;;;9705130;
Zwischenpunkt;133;Verteiler (Rolltreppe Süd zum Bahnsteig A S-Bahn);-1;;;;;9705133;
Zugang;15;Zugang (Treppe) Potsdamer-/Ebertstraße;0;4593533;5820518;52.509.793;13.376.129;9705015;
Zugang;19;Zugang (Rolltreppe) Stresemann-/Linkstraße;0;4593540;5820429;52.508.993;13.376.207;9705019;
Zugang;4;Zugang (Treppe) Leipziger-/Voßstraße;0;4593746;5820533;52.509.892;13.379.269;9705004;
Zwischenpunkt;46;Bahnsteig B S-Bahn (Rolltreppe zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705046;
Zwischenpunkt;63;Zwischengeschoss Stresemannstraße (Rolltreppe1 zur großen Halle);-2;4593568;5820486;52.509.500;13.376.635;9705063;
Zwischenpunkt;79;Große Halle (Rolltreppe1 zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705079;
Zwischenpunkt;95;Verteiler (Rolltreppe zur großen Halle am Zugang Ebertstraße);-1;4593569;5820486;52.509.500;13.376.650;9705095;
Zwischenpunkt;99;Treppenabsatz Hans-von-Bülow-Straße (Treppe zum Zwischengeschoss Voß-/Ebertstraße);-1;;;;;9705099;
ÖV;1;Bahnsteig U2;-1;4593676;5820447;52.509.131;13.378.215;9705001;
Zwischenpunkt;101;Große Halle (Rolltreppe Süd zum Bahnsteig Gleis 3+4);-3;;;;;9705101;
Zwischenpunkt;107;Bahnsteig Gleis 1+2 (Rolltreppe Süd zur großen Halle);-4;;;;;9705107;
Zwischenpunkt;112;Große Halle (Treppe Mitte zum Bahnsteig Gleis 3+4);-3;;;;;9705112;
Zwischenpunkt;113;Große Halle (Rolltreppe Mitte zum Bahnsteig Gleis 3+4);-3;;;;;9705113;
Zwischenpunkt;119;Bahnsteig Gleis 1+2 (Rolltreppe Nord zur großen Halle);-4;;;;;9705119;
Zwischenpunkt;131;Verteiler (Rolltreppe Nord zum Bahnsteig A S-Bahn);-1;;;;;9705131;
Bauwerk;99;U Wittenbergplatz;;4591270;5819620;52.502.109;13.342.561;56101;9056101
ÖV;1;Bahnsteig Gleis 6 U1 Richtung Warschauer Straße;-2;4591295;5819569;52.501.646;13.342.915;9712701;
ÖV;2;Bahnsteig Gleis 2+4 U1 Richtung Nollendorfplatz/U2 Richtung Pankow;-2;4591299;5819582;52.501.763;13.342.978;9712702;
Zugang und ÖV;10;Bushaltestelle Wittenbergplatz vor Ansbacher Straße;0;4591286;5819630;52.502.196;13.342.800;9712710;
Zwischenpunkt;19;Zwischengeschoss (Treppe zum Bahnsteig U1/U2);-1;4591292;5819584;52.501.782;13.342.875;9712719;
Zwischenpunkt;15;Bahnsteig U1/U2/U3 (Treppe zum Zwischengeschoss);-2;4591293;5819600;52.501.925;13.342.894;9712715;
Zwischenpunkt;18;Zwischengeschoss (Treppe zum Bahnsteig U1);-1;4591292;5819570;52.501.656;13.342.871;9712718;
Zwischenpunkt;11;Bahnsteig U1 (Treppe zum Zwischengeschoss);-2;4591288;5819571;52.501.666;13.342.813;9712711;
Zwischenpunkt;12;Bahnsteig U1/U2 (Treppe zum Zwischengeschoss);-2;4591288;5819585;52.501.791;13.342.817;9712712;
Zwischenpunkt;23;Zwischengeschoss (Treppe Tauentzienstraße/Ansbacher Straße/KaDeWe);-1;4591288;5819594;52.501.872;13.342.819;9712723;
ÖV;3;Bahnsteig Gleis 1+3 U1 Richtung Uhlandstraße/U2 Richtung Ruhleben/U3 Richtung Krumme Lanke;-2;4591304;5819597;52.501.896;13.343.056;9712703;
Zwischenpunkt;16;Bahnsteig U1/U2/U3 (Rolltreppe zum Zwischengeschoss);-2;4591313;5819593;52.501.859;13.343.187;9712716;
Zwischenpunkt;17;Bahnsteig U1/U2/U3 (Aufzug U1/U2/U3);-2;4591339;5819587;52.501.801;13.343.568;9712717;
Zwischenpunkt;21;Zwischengeschoss (Treppe zum Bahnsteig U1/U2/U3);-1;4591297;5819599;52.501.916;13.342.953;9712721;
Zwischenpunkt;24;Zwischengeschoss (Treppe Bayreuther Straße/Kleiststraße);-1;4591313;5819585;52.501.787;13.343.185;9712724;
Zugang;4;Zugang (Treppe) Tauentzienstraße/Ansbacher Straße/KaDeWe;0;4591284;5819595;52.501.882;13.342.761;9712704;
Zwischenpunkt;13;Bahnsteig U1/U2 (Rolltreppe zum Zwischengeschoss);-2;4591308;5819579;52.501.734;13.343.110;9712713;
Zwischenpunkt;14;Bahnsteig U1/U2 (Aufzug U1/U2);-2;4591333;5819570;52.501.649;13.343.475;9712714;
Zugang;5;Zugang (Treppe) Bayreuther Straße/Kleiststraße;0;4591317;5819584;52.501.777;13.343.243;9712705;
Zugang und ÖV;8;Bushaltestelle Tauentzienstraße hinter Ansbacher Straße;0;4591222;5819644;52.502.332;13.341.861;9712708;
Zugang;6;Zugang (Aufzug U1/U2);0;4591333;5819570;52.501.649;13.343.475;9712706;
Zugang;7;Zugang (Aufzug U2/U1/U3);0;4591339;5819587;52.501.801;13.343.568;9712707;
Zugang und ÖV;9;Bushaltestelle Tauentzienstraße vor Ansbacher Straße;0;4591226;5819600;52.501.936;13.341.908;9712709;
Zwischenpunkt;20;Zwischengeschoss (Rolltreppe zum Bahnsteig U1/U2);-1;4591304;5819580;52.501.744;13.343.051;9712720;
Zwischenpunkt;22;Zwischengeschoss (Rolltreppe zum Bahnsteig U1/U2/U3);-1;4591308;5819595;52.501.878;13.343.114;9712722;
Bauwerk;1;S Potsdam Hauptbahnhof;;4572753;5806937;52.390.931;13.067.171;230005;9230005
ÖV;1;Bahnsteig Gleis 1+3, Regionalbahn beziehungsweise Fernbahn;0;4572788;5806977;52.391.286;13.067.694;9750001;
ÖV;3;Bahnsteig Gleis 6+7, S-Bahn;0;4572788;5807010;52.391.583;13.067.701;9750003;
ÖV;2;Bahnsteig Gleis 2+4, Regionalbahn beziehungsweise Fernbahn;0;4572790;5806951;52.391.052;13.067.718;9750002;
Zugang;4;Zugang Friedrich-Engels-Str./Landtag;0;4572835;5806883;52.390.435;13.068.364;9750004;
Zugang;5;Zugang Lange Brücke;0;4572526;5807070;52.392.156;13.063.866;9750005;
Zugang;6;Zugang Babelsberger Str.;0;4572726;5807121;52.392.588;13.066.815;9750006;
Zugang;7;Zugang Friedrich-Engels-Str./Landtag (Seiteneingang);0;4572843;5806894;52.390.533;13.068.484;9750007;
Zugang und ÖV;8;Bushaltestelle 1: (S Potsdam Hauptbahnhof Nord) in der Babelsberger Str., auf der Bahnhofsseite;0;4572690;5807138;52.392.746;13.066.290;9750008;
Zugang und ÖV;9;Bushaltestelle 2: (S Potsdam Hauptbahnhof Nord) in der Babelsberger Str., auf der gegenüberliegenden Seite;0;4572754;5807146;52.392.809;13.067.231;9750009;
Zugang und ÖV;10;Bussteig 3: ZOB vor dem Haupteingang;0;4572853;5806879;52.390.397;13.068.627;9750010;
Zugang und ÖV;11;Bussteig 4: ZOB vor dem Haupteingang;0;4572850;5806866;52.390.280;13.068.581;9750011;
Zugang und ÖV;12;Bussteig 5: ZOB vor dem Haupteingang;0;4572851;5806855;52.390.181;13.068.593;9750012;
Zugang und ÖV;13;Bussteig 6: ZOB vor dem Haupteingang;0;4572860;5806849;52.390.126;13.068.724;9750013;
Zugang und ÖV;14;Bussteig 7: ZOB vor dem Haupteingang;0;4572857;5806840;52.390.046;13.068.678;9750014;
Zugang und ÖV;15;Bussteig 8: ZOB vor dem Haupteingang;0;4572870;5806837;52.390.017;13.068.868;9750015;
Zugang und ÖV;16;Tramsteig 1;0;4572801;5806869;52.390.314;13.067.862;9750016;
Zugang und ÖV;17;Tramsteig 2;0;4572815;5806851;52.390.150;13.068.063;9750017;
Zwischenpunkt;18;Bahnsteig Gleis 1+3, Treppe zur Überführung;0;4572829;5806981;52.391.316;13.068.297;9750018;
Zwischenpunkt;19;Bahnsteig Gleis 1+3, Aufzug zur Überführung;0;4572852;5806979;52.391.295;13.068.634;9750019;
Zwischenpunkt;20;Bahnsteig Gleis 1+3, Fahrtreppe zur Überführung;0;4572908;5806980;52.391.297;13.069.457;9750020;
Zwischenpunkt;21;Bahnsteig Gleis 2+4, Treppe zur Überführung;0;4572828;5806950;52.391.038;13.068.276;9750021;
Zwischenpunkt;22;Bahnsteig Gleis 2+4, Aufzug zur Überführung;0;4572852;5806946;52.390.999;13.068.627;9750022;
Zwischenpunkt;23;Bahnsteig Gleis 2+4, Fahrtreppe zur Überführung;0;4572908;5806946;52.390.992;13.069.450;9750023;
Zwischenpunkt;24;Bahnsteig Gleis 6+7, Treppe zur Überführung;0;4572828;5807012;52.391.595;13.068.289;9750024;
Zwischenpunkt;25;Bahnsteig Gleis 6+7, Aufzug zur Überführung;0;4572851;5807004;52.391.520;13.068.625;9750025;
Zwischenpunkt;26;Bahnsteig Gleis 6+7, Fahrtreppe zur Überführung;0;4572906;5807012;52.391.585;13.069.435;9750026;
Zwischenpunkt;27;Eingangsbereich Friedrich-Engels-Str., Treppe zur Überführung;0;4572840;5806924;52.390.803;13.068.446;9750027;
Zwischenpunkt;29;Eingangsbereich Friedrich-Engels-Str., Fahrtreppe zur Überführung;0;4572834;5806924;52.390.804;13.068.358;9750029;
Zwischenpunkt;30;Eingangsbereich Babelsberger Str., Treppe zur Passage Lange Brücke;0;4572727;5807103;52.392.426;13.066.825;9750030;
Zwischenpunkt;31;Eingangsbereich Babelsberger Str., Aufzug zur Passage Lange Brücke;0;4572716;5807101;52.392.410;13.066.664;9750031;
Zwischenpunkt;32;Eingangsbereich Babelsberger Str., Fahrtreppe zur Passage Lange Brücke;0;4572739;5807100;52.392.398;13.067.001;9750032;
Zwischenpunkt;28;Eingangsbereich Friedrich-Engels-Str., Aufzug zur Überführung;0;4572846;5806925;52.390.811;13.068.535;9750028;
Zwischenpunkt;33;Passage Lange Brücke, Treppe zur Überführung;1;4572879;5807050;52.391.930;13.069.046;9750033;
Zwischenpunkt;40;Überführung, Aufzug zum Bahnsteig Gleis 1+3;2;4572853;5806978;52.391.286;13.068.649;9750040;
Zwischenpunkt;41;Überführung, Fahrtreppe zum Bahnsteig Gleis 1+3;2;4572877;5806977;52.391.274;13.069.001;9750041;
Zwischenpunkt;42;Überführung, Treppe zum Bahnsteig Gleis 2+4;2;4572851;5806956;52.391.089;13.068.615;9750042;
Zwischenpunkt;38;Passage Lange Brücke, Fahrtreppe zum Eingangsbereich Babelsberger Str.;1;4572740;5807092;52.392.326;13.067.014;9750038;
Zwischenpunkt;39;Überführung, Treppe zum Bahnsteig Gleis 1+3;2;4572853;5806950;52.391.035;13.068.643;9750039;
Zwischenpunkt;43;Überführung, Aufzug zum Bahnsteig Gleis 2+4;2;4572854;5806945;52.390.990;13.068.656;9750043;
Zwischenpunkt;34;Passage Lange Brücke, Aufzug zur Überführung;1;4572850;5807053;52.391.961;13.068.621;9750034;
Zwischenpunkt;35;Passage Lange Brücke, Fahrtreppe zur Überführung;1;4572866;5807051;52.391.941;13.068.856;9750035;
Zwischenpunkt;36;Passage Lange Brücke, Treppe zum Eingangsbereich Babelsberger Str.;1;4572729;5807093;52.392.336;13.066.853;9750036;
Zwischenpunkt;37;Passage Lange Brücke, Aufzug zum Eingangsbereich Babelsberger Str.;1;4572716;5807093;52.392.338;13.066.662;9750037;
Zwischenpunkt;44;Überführung, Fahrtreppe zum Bahnsteig Gleis 2+4;2;4572878;5806944;52.390.978;13.069.009;9750044;
Zwischenpunkt;45;Überführung, Treppe zum Bahnsteig Gleis 6+7;2;4572850;5807014;52.391.610;13.068.613;9750045;
Zwischenpunkt;46;Überführung, Aufzug zum Bahnsteig Gleis 6+7;2;4572853;5807003;52.391.511;13.068.654;9750046;
Zwischenpunkt;47;Überführung, Fahrtreppe zum Bahnsteig Gleis 6+7;2;4572874;5807010;52.391.571;13.068.964;9750047;
Zwischenpunkt;48;Überführung, Treppe zur Passage Lange Brücke;2;4572878;5807040;52.391.840;13.069.030;9750048;
Zwischenpunkt;49;Überführung, Aufzug zur Passage Lange Brücke;2;4572851;5807041;52.391.853;13.068.633;9750049;
Zwischenpunkt;50;Überführung, Fahrtreppe zur Passage Lange Brücke;2;4572865;5807040;52.391.842;13.068.839;9750050;
Zwischenpunkt;51;Überführung, Treppe zum Eingangsbereich Friedrich-Engels-Str.;2;4572840;5806930;52.390.857;13.068.448;9750051;
Zwischenpunkt;52;Überführung, Aufzug zum Eingangsbereich Friedrich-Engels-Str.;2;4572846;5806930;52.390.856;13.068.536;9750052;
Zwischenpunkt;53;Überführung, Fahrtreppe zum Eingangsbereich Friedrich-Engels-Str.;2;4572835;5806931;52.390.866;13.068.374;9750053;
Zwischenpunkt;54;Passage Lange Brücke, Tür am Zugang Lange Brücke;1;4572539;5807069;52.392.146;13.064.057;9750054;
Bauwerk;17;S Blankenfelde (TF) Bhf;;4596617;5801417;52.337.654;13.416.026;245027;9245027
Zwischenpunkt;13;Bahnsteig Gleis 1+2, Rampe zum Zugang Karl-Marx-Str.;1;4596649;5801401;52.337.504;13.416.491;9750863;
Zwischenpunkt;14;Bahnsteig Gleis 1+2, Treppe zur Unterführung;1;4596666;5801331;52.336.872;13.416.720;9750864;
Zugang und ÖV;7;Bushaltestelle 1: im Mozartweg hinter der K.-Marx-Str.;0;4596531;5801404;52.337.552;13.414.761;9750857;
Zugang;4;Zugang (Treppe) am Wald;0;4596690;5801361;52.337.138;13.417.080;9750854;
Zugang;5;Zugang (Treppe) Park+Ride Karl-Marx-Str.;0;4596625;5801342;52.336.978;13.416.122;9750855;
